Id,PC1,PC2,PC3,label
AIRE_M87_O1_1018,170.4402758,-34.3319198,-3.267050076,AIR
AIRE_M32_O1_1003,172.3292788,-35.83854555,-3.089280232,AIR
GLY50_M69_O1_1010,-14.9677633,26.19962156,-6.506369231,GLY50
AGUA_M17_O1_0928,-46.62428966,-34.75793065,8.387019378,WATER
AIRE_M91_O1_1018,167.1908899,-32.95040096,-1.782770742,AIR
AGUA_M41_O1_0928,-48.14993572,-36.91496279,8.667139501,WATER
GLY40_M40_O1_1007,-36.07600745,10.27640244,-8.91854297,GLY40
GLY30_M70_O1_1005,-42.76692603,-6.865304013,-6.033618298,GLY30
GLY30_M17_O1_1004,-39.3515856,-7.323107597,-6.358562194,GLY30
GLY60_M62_O1_1014,-4.017879679,34.33302854,0.15210104,GLY60
GLY60_M57_O1_1014,-1.237502323,34.12582555,-0.348250707,GLY60
GLY40_M72_O1_1007,-30.49056806,10.27822048,-12.81379717,GLY40
AGUA_M95_O1_0930,-41.50098573,-36.92178682,1.888213242,WATER
GLY50_M19_O1_1010,-20.75105108,21.13268321,-8.797382771,GLY50
AIRE_M48_O1_1005,172.8840541,-37.31491895,-4.475233815,AIR
GLY50_M88_O1_1013,-19.42927425,31.08445383,-4.729816066,GLY50
GLY40_M99_O1_1007,-36.53873726,7.985924688,-10.17394808,GLY40
GLY60_M60_O1_1014,-7.57192543,34.05371699,0.457504186,GLY60
GLY60_M8_O1_1013,-2.089159112,33.71387605,-1.645486069,GLY60
GLY40_M6_O1_1006,-35.31284333,8.864491369,-9.721903767,GLY40
GLY40_M85_O1_1007,-41.37066534,7.942505956,-7.536826848,GLY40
GLY30_M35_O1_1004,-42.16598582,-8.635099353,-6.727911045,GLY30
AIRE_M85_O1_1017,169.6344789,-34.46339135,-2.624531238,AIR
GLY40_M68_O1_1007,-29.31534931,10.81793676,-12.75203824,GLY40
GLY40_M64_O1_1007,-47.03318045,8.921392436,-4.079283416,GLY40
GLY80_M52_O1_1021,82.61015315,14.63302566,-0.280830749,GLY80
GLY50_M54_O1_1010,-13.52450025,24.76821873,-8.447831603,GLY50
GLY10_M46_O1_0930,-50.48591809,-33.69098664,6.47592078,GLY10
AGUA_M35_O1_0928,-48.8265386,-36.0164985,8.312733516,WATER
GLY60_M41_O1_1014,-5.624362949,34.10994794,-0.03185463,GLY60
GLY20_M7_O1_0930,-42.9602204,-17.87539941,-2.420464313,GLY20
GLY80_M37_O1_1021,82.58459153,14.2098562,0.121678359,GLY80
GLY10_M45_O1_0930,-45.90837868,-30.28526462,2.559025785,GLY10
GLY70_M4_O1_1017,34.54881184,30.9610921,3.547237095,GLY70
AGUA_M67_O1_0929,-44.42928057,-38.77052077,4.421309903,WATER
GLY80_M78_O1_1025,76.78120479,17.80825053,3.841573354,GLY80
GLY50_M36_O1_1010,-20.80070719,20.77095786,-8.671756222,GLY50
GLY50_M82_O1_1013,-26.04433373,27.98813241,-4.530720081,GLY50
GLY70_M33_O1_1017,40.61075371,26.6754102,0.230702258,GLY70
GLY30_M36_O1_1004,-40.85354484,-7.552142693,-7.250556969,GLY30
AIRE_M60_O1_1007,170.314624,-33.95931154,-2.339607768,AIR
GLY80_M31_O1_1021,87.72973269,12.92408416,0.505492154,GLY80
GLY10_M84_O1_1003,-35.54451328,-29.3710234,-4.348927332,GLY10
GLY80_M4_O1_1018,73.62651306,19.0026137,4.241929767,GLY80
GLY40_M80_O1_1007,-31.4387258,9.760277328,-12.20643994,GLY40
GLY20_M18_O1_0930,-40.83022017,-16.81874604,-3.92953299,GLY20
GLY40_M36_O1_1006,-38.18553763,10.51563046,-7.946489735,GLY40
GLY70_M84_O1_1018,31.15689699,31.9917362,5.825044959,GLY70
GLY20_M59_O1_1003,-39.89858722,-16.55199614,-4.595938678,GLY20
GLY40_M71_O1_1007,-29.55815079,10.64276017,-12.88750649,GLY40
GLY80_M100_O1_1025,79.6416245,16.15652271,4.699020573,GLY80
GLY60_M48_O1_1014,-5.465509463,34.14153622,-0.473917904,GLY60
GLY70_M52_O1_1017,44.7508527,26.06184023,0.616692678,GLY70
GLY30_M42_O1_1004,-43.99443499,-7.832640352,-5.623985767,GLY30
GLY10_M73_O1_1003,-45.5378807,-33.02148493,1.801775875,GLY10
GLY70_M54_O1_1017,43.50501134,26.258112,0.820396899,GLY70
GLY10_M83_O1_1003,-38.31538858,-30.62755205,-2.064303654,GLY10
AGUA_M12_O1_0928,-52.74809934,-36.63370066,12.59791285,WATER
AGUA_M80_O1_0929,-40.5239359,-37.22321298,1.39723022,WATER
GLY10_M8_O1_0930,-49.93279061,-33.93201896,7.011816801,GLY10
AIRE_M77_O1_1014,164.5114874,-31.50923548,0.046639874,AIR
AGUA_M77_O1_0929,-42.15246971,-38.18087798,2.817080638,WATER
AGUA_M3_O1_0928,-48.0770542,-35.52323657,8.629603249,WATER
GLY40_M20_O1_1006,-43.66257108,7.907480983,-6.03653167,GLY40
AGUA_M6_O1_0928,-47.6597029,-34.7694179,8.742793478,WATER
GLY20_M30_O1_0930,-45.91722893,-18.14985377,-1.303383256,GLY20
GLY50_M91_O1_1013,-27.64385247,28.77958554,-3.177775388,GLY50
GLY10_M3_O1_0930,-49.4006181,-31.64875683,5.055701927,GLY10
GLY30_M64_O1_1005,-36.53891819,-4.214836438,-10.53802994,GLY30
GLY10_M75_O1_1003,-39.30136111,-31.68510465,-0.993796038,GLY10
GLY20_M35_O1_1003,-40.36495967,-17.71788552,-5.100793488,GLY20
GLY50_M85_O1_1013,-20.03900832,29.05300326,-5.72234335,GLY50
GLY30_M32_O1_1004,-41.40016032,-8.353363258,-7.464083778,GLY30
GLY20_M5_O1_0930,-40.29080773,-15.65321431,-4.174481011,GLY20
GLY30_M16_O1_1004,-35.61371308,-5.435432295,-8.840919752,GLY30
AGUA_M72_O1_0929,-41.34635268,-38.46211305,2.627874546,WATER
GLY20_M27_O1_0930,-40.26545832,-16.60244248,-4.923507014,GLY20
GLY50_M89_O1_1013,-27.49776437,28.08960344,-3.613039103,GLY50
AIRE_M78_O1_1014,164.4272286,-30.81930306,-0.156055185,AIR
GLY40_M32_O1_1006,-35.766636,8.615597654,-10.56990694,GLY40
GLY60_M86_O1_1014,-1.393601096,33.81331907,-0.761124655,GLY60
AIRE_M70_O1_1010,167.6223016,-33.04350447,-1.781468427,AIR
GLY50_M97_O1_1013,-20.15140239,29.21291851,-5.660300309,GLY50
GLY10_M56_O1_0930,-55.27594074,-33.24586003,9.749066355,GLY10
GLY60_M66_O1_1014,-5.010811608,34.817145,0.527569941,GLY60
GLY10_M33_O1_0930,-38.35990465,-26.10105727,-2.615503029,GLY10
GLY80_M57_O1_1021,83.23851806,13.98486529,0.503324618,GLY80
GLY10_M86_O1_1003,-36.88709591,-29.32564445,-4.00631828,GLY10
GLY40_M89_O1_1007,-33.98137243,10.39098027,-10.97640467,GLY40
AIRE_M57_O1_1006,171.2236087,-35.56166184,-2.961483653,AIR
GLY70_M17_O1_1017,30.66091684,32.6321392,6.044272121,GLY70
GLY70_M9_O1_1017,34.44388196,31.66566829,5.464917553,GLY70
AGUA_M45_O1_0928,-47.54176222,-37.0117673,7.693004165,WATER
AGUA_M8_O1_0928,-50.2271006,-35.99356399,10.48403116,WATER
GLY60_M98_O1_1014,-0.5121326,33.61700622,-0.736669771,GLY60
AIRE_M82_O1_1017,165.120006,-32.10407064,1.804708739,AIR
GLY80_M8_O1_1018,73.30869293,18.57339966,4.261760129,GLY80
GLY60_M29_O1_1014,-5.882690665,33.20780055,-1.40519868,GLY60
GLY70_M30_O1_1017,51.17765144,24.39107287,-0.351695317,GLY70
GLY70_M56_O1_1017,60.10427035,23.02602627,0.181960734,GLY70
AIRE_M81_O1_1017,165.337733,-33.6390393,-0.083055415,AIR
GLY70_M29_O1_1017,47.87068471,25.50042709,-0.88709259,GLY70
GLY30_M9_O1_1004,-39.41523608,-6.818825429,-7.402829225,GLY30
GLY50_M100_O1_1013,-24.29345238,28.14300461,-4.878598974,GLY50
AGUA_M97_O1_0930,-43.20362562,-37.2937547,4.041325665,WATER
GLY50_M84_O1_1013,-19.65417135,29.37387458,-5.52293806,GLY50
AIRE_M52_O1_1005,172.6579798,-37.35403196,-2.182129432,AIR
GLY80_M20_O1_1018,72.99882379,18.25629265,3.544204904,GLY80
AIRE_M31_O1_1003,171.4335597,-34.09907797,-2.628505717,AIR
AIRE_M7_O1_0928,165.9378311,-32.23272105,-1.365998368,AIR
GLY30_M18_O1_1004,-41.59132286,-5.329474606,-7.198913322,GLY30
GLY20_M28_O1_0930,-40.23419112,-16.60624511,-4.674650709,GLY20
GLY50_M11_O1_1010,-19.42901448,20.43214615,-10.12624785,GLY50
GLY70_M66_O1_1017,40.36045744,27.20132941,0.595279086,GLY70
GLY50_M16_O1_1010,-17.51950259,21.83022992,-9.549893239,GLY50
GLY70_M14_O1_1017,35.7476794,30.99777712,5.370549734,GLY70
GLY50_M86_O1_1013,-31.46046645,27.6978698,-2.47764644,GLY50
GLY40_M52_O1_1007,-39.26170456,8.126921624,-8.784516173,GLY40
AGUA_M33_O1_0928,-48.99593821,-37.23103754,9.039925749,WATER
AIRE_M20_O1_1003,173.2904517,-35.74646476,-4.41332729,AIR
GLY60_M17_O1_1013,10.15055809,33.66833809,-2.884237384,GLY60
GLY60_M94_O1_1014,-5.062217302,33.71742226,0.249498427,GLY60
GLY60_M47_O1_1014,-7.361072029,33.23539217,-0.982791955,GLY60
GLY60_M39_O1_1014,-3.090828151,34.86218781,0.027317107,GLY60
AGUA_M71_O1_0929,-43.35153178,-38.5974127,3.18608869,WATER
AIRE_M36_O1_1004,174.0671054,-36.51144662,-3.839136195,AIR
AIRE_M84_O1_1017,170.8924378,-34.53706345,-3.382044503,AIR
GLY40_M39_O1_1007,-35.53628945,10.70094667,-9.906159952,GLY40
AGUA_M20_O1_0928,-47.72496451,-35.57235077,9.2749324,WATER
AIRE_M53_O1_1006,170.9954352,-34.64293854,-2.012907011,AIR
GLY30_M66_O1_1005,-39.17365861,-4.500652901,-9.340639969,GLY30
GLY70_M37_O1_1017,45.48743469,25.53591789,-0.553510579,GLY70
GLY80_M93_O1_1025,82.23138119,15.54638496,4.047917117,GLY80
GLY50_M13_O1_1010,-13.26857107,21.91311718,-10.40901102,GLY50
GLY80_M69_O1_1025,80.51551652,16.75940853,3.035868196,GLY80
GLY20_M60_O1_1003,-37.87314718,-15.97994779,-5.640154365,GLY20
GLY80_M19_O1_1018,79.20098908,16.33606226,2.91158154,GLY80
AIRE_M65_O1_1010,168.7457592,-34.69697536,-2.062863676,AIR
AGUA_M24_O1_0928,-46.46933488,-37.6264579,7.703798813,WATER
AIRE_M16_O1_0930,174.627437,-36.39342544,-4.816729293,AIR
GLY70_M94_O1_1018,34.91098078,31.84278626,5.918392719,GLY70
AGUA_M1_O1_0928,-45.57096125,-34.41372138,6.727443912,WATER
GLY40_M53_O1_1007,-41.1761809,9.772811484,-6.729396982,GLY40
AGUA_M73_O1_0929,-40.58182365,-37.49164491,1.218479905,WATER
GLY80_M29_O1_1018,78.50206675,16.20403002,2.878880799,GLY80
GLY30_M14_O1_1004,-38.01404811,-6.341209711,-7.478523506,GLY30
AGUA_M51_O1_0928,-47.92344233,-36.33489937,8.607536466,WATER
GLY50_M94_O1_1013,-23.39115117,28.91340231,-4.776386007,GLY50
GLY20_M62_O1_1004,-35.13469472,-18.00432418,-6.780039462,GLY20
GLY80_M95_O1_1025,82.84633863,15.37066654,4.139487812,GLY80
GLY50_M5_O1_1010,-15.49733959,22.08435037,-10.62749335,GLY50
GLY10_M87_O1_1003,-36.35935197,-29.74015345,-3.356875327,GLY10
GLY30_M89_O1_1005,-36.10379693,-6.474182906,-9.591400075,GLY30
GLY30_M83_O1_1005,-35.46046997,-4.439692097,-9.552731984,GLY30
GLY70_M48_O1_1017,45.74202922,26.19179732,1.232775354,GLY70
AIRE_M55_O1_1006,168.0378404,-33.5028868,-0.995363501,AIR
GLY10_M25_O1_0930,-42.95183087,-28.69507255,1.192287588,GLY10
AGUA_M56_O1_0928,-52.02962672,-37.23767836,11.77265133,WATER
GLY30_M62_O1_1005,-40.73180459,-5.531836699,-8.133610435,GLY30
AGUA_M30_O1_0928,-47.47511397,-38.30512822,8.352392322,WATER
AIRE_M19_O1_1003,172.7675901,-35.37716088,-4.433031824,AIR
GLY70_M96_O1_1018,30.20738746,32.61658492,6.16289449,GLY70
GLY20_M93_O1_1004,-47.65739943,-22.3320992,0.179294758,GLY20
GLY20_M74_O1_1004,-36.35590149,-17.96986606,-5.516276,GLY20
GLY50_M15_O1_1010,-24.3401744,19.4665579,-7.897272975,GLY50
GLY10_M95_O1_1003,-28.91184603,-25.45447641,-9.119872879,GLY10
GLY60_M73_O1_1014,-6.899666104,33.77806478,-0.041059261,GLY60
GLY10_M66_O1_0930,-38.8818875,-26.7742712,-3.026747665,GLY10
GLY70_M57_O1_1017,43.3200277,26.35445575,0.817041466,GLY70
AIRE_M37_O1_1004,174.3652207,-36.16079551,-3.394736067,AIR
GLY60_M32_O1_1014,-5.877898735,33.71312536,-1.023818164,GLY60
GLY30_M44_O1_1004,-38.26325222,-5.086504431,-9.15190623,GLY30
GLY30_M29_O1_1004,-34.74172971,-4.450093079,-10.36275001,GLY30
GLY20_M98_O1_1004,-33.14056256,-14.88117806,-8.712316031,GLY20
GLY20_M11_O1_0930,-39.04234917,-16.63688592,-4.7329784,GLY20
GLY80_M15_O1_1018,81.86027016,15.15426094,3.140502891,GLY80
GLY80_M67_O1_1025,78.67927855,17.39937661,3.356400418,GLY80
GLY30_M60_O1_1004,-42.17068338,-6.62297998,-6.169298933,GLY30
GLY40_M16_O1_1006,-34.14058508,10.35052115,-9.912441343,GLY40
GLY20_M79_O1_1004,-44.71649879,-21.31102734,-1.307938331,GLY20
GLY40_M82_O1_1007,-30.59877724,10.20500633,-12.39800768,GLY40
AIRE_M95_O1_1025,170.3564955,-34.95010613,-1.489689942,AIR
GLY20_M43_O1_1003,-39.0200755,-17.49547012,-4.329948821,GLY20
GLY50_M57_O1_1010,-21.82040686,24.46998586,-5.938678638,GLY50
GLY80_M43_O1_1021,85.85491028,13.18504949,-0.445786636,GLY80
GLY70_M72_O1_1018,47.05748025,25.50957923,0.917159956,GLY70
GLY20_M19_O1_0930,-40.44775694,-15.67215044,-5.219708458,GLY20
GLY20_M22_O1_0930,-45.57389925,-16.0252603,-1.476112919,GLY20
GLY40_M48_O1_1007,-35.08646719,9.642079399,-9.414159053,GLY40
GLY10_M72_O1_1003,-35.07613087,-28.84838605,-5.534345429,GLY10
AIRE_M11_O1_0929,173.6539823,-36.44618417,-3.132328617,AIR
AIRE_M74_O1_1013,164.8282442,-32.0565652,0.349451744,AIR
GLY40_M35_O1_1006,-39.14706494,7.50953623,-7.703763933,GLY40
GLY50_M10_O1_1010,-15.992736,21.19891687,-11.02072044,GLY50
GLY50_M47_O1_1010,-21.73656908,24.42968379,-6.136091745,GLY50
GLY30_M90_O1_1005,-35.8801347,-5.455520455,-9.701288779,GLY30
GLY70_M32_O1_1017,48.36512389,24.86656336,-1.000955691,GLY70
GLY60_M43_O1_1014,-5.995438761,33.47477645,-0.732239354,GLY60
GLY40_M58_O1_1007,-30.59743642,11.14687083,-11.99250423,GLY40
AGUA_M63_O1_0929,-40.78702137,-38.81024855,1.682876648,WATER
GLY60_M44_O1_1014,-8.868043378,33.99829888,0.581890127,GLY60
GLY40_M63_O1_1007,-28.4406335,11.18595693,-12.75992902,GLY40
GLY20_M17_O1_0930,-45.9565283,-18.4153462,-0.850221213,GLY20
GLY40_M57_O1_1007,-30.72752308,11.44964342,-12.25870508,GLY40
GLY30_M69_O1_1005,-37.93318845,-5.031682649,-9.599237466,GLY30
GLY10_M67_O1_0930,-39.37594072,-27.48849839,-1.638911094,GLY10
GLY40_M21_O1_1006,-35.31310698,9.830789084,-9.740239354,GLY40
GLY60_M61_O1_1014,-7.174236364,33.93037548,0.065920885,GLY60
GLY40_M1_O1_1006,-33.41967497,11.23400427,-10.7581927,GLY40
GLY40_M59_O1_1007,-36.80799384,8.075695447,-10.22222112,GLY40
AGUA_M15_O1_0928,-51.98342638,-37.1120217,13.30747222,WATER
GLY40_M7_O1_1006,-34.73869311,8.98805135,-10.17069922,GLY40
AGUA_M54_O1_0928,-50.71317951,-36.64062188,10.74225693,WATER
AGUA_M82_O1_0929,-41.69844229,-37.661628,2.310737212,WATER
GLY30_M24_O1_1004,-41.47757392,-6.289831462,-6.810854196,GLY30
AIRE_M22_O1_1003,172.4081142,-35.54644963,-4.72700018,AIR
GLY20_M83_O1_1004,-42.12625579,-19.93247352,-3.282639486,GLY20
GLY20_M40_O1_1003,-45.98924653,-19.52136218,-0.297834056,GLY20
GLY30_M40_O1_1004,-49.00392539,-9.249352936,-2.198886489,GLY30
GLY50_M46_O1_1010,-21.20598869,24.82857924,-5.603399092,GLY50
GLY30_M21_O1_1004,-38.64598369,-4.452983638,-7.926420878,GLY30
GLY20_M61_O1_1004,-35.38744708,-18.35410268,-7.147511872,GLY20
AGUA_M85_O1_0929,-40.96650478,-37.88617859,2.292701628,WATER
GLY20_M73_O1_1004,-48.83965616,-22.77830693,2.365226113,GLY20
GLY80_M75_O1_1025,78.10477685,17.67417907,3.428931932,GLY80
GLY60_M27_O1_1014,-9.085990692,33.09926128,-0.599936852,GLY60
GLY80_M49_O1_1021,85.3572649,13.59096767,-0.049521433,GLY80
GLY60_M81_O1_1014,-0.372160239,33.6985809,-1.039861697,GLY60
GLY40_M34_O1_1006,-34.32736901,7.932940012,-11.01545712,GLY40
GLY30_M34_O1_1004,-38.36688787,-7.120454759,-8.628752836,GLY30
GLY30_M46_O1_1004,-26.64556822,-2.401717224,-14.48659137,GLY30
GLY80_M87_O1_1025,74.7244062,18.31187966,4.259696977,GLY80
GLY10_M19_O1_0930,-59.65810972,-32.72028461,11.51410624,GLY10
GLY10_M31_O1_0930,-45.62716615,-29.61665838,1.359963367,GLY10
GLY20_M94_O1_1004,-38.93240259,-19.03883905,-5.68982822,GLY20
GLY40_M12_O1_1006,-38.31660213,8.585761967,-9.156424734,GLY40
GLY70_M51_O1_1017,50.08245369,25.11208479,0.558099467,GLY70
GLY70_M82_O1_1018,37.87000352,31.23056366,5.498293345,GLY70
AGUA_M62_O1_0929,-42.7780688,-39.4709847,3.544663191,WATER
GLY20_M67_O1_1004,-29.12934353,-16.03679583,-9.91673422,GLY20
GLY60_M63_O1_1014,-3.759063616,34.27143333,-0.446876859,GLY60
GLY30_M99_O1_1005,-46.75145712,-8.577583604,-3.091454883,GLY30
GLY20_M84_O1_1004,-39.90190773,-18.90036866,-4.176912786,GLY20
AIRE_M64_O1_1007,171.9823838,-35.94668773,-3.326715889,AIR
AIRE_M75_O1_1013,164.459706,-30.66377914,-0.079546764,AIR
GLY80_M94_O1_1025,85.12355489,14.36417907,3.491142053,GLY80
GLY70_M85_O1_1018,31.62126751,32.33681105,4.920124904,GLY70
GLY20_M51_O1_1003,-46.57914447,-17.05048568,-1.02082709,GLY20
GLY20_M77_O1_1004,-39.77686939,-19.49935031,-4.197983889,GLY20
GLY80_M22_O1_1018,74.30862976,18.3030843,3.622303864,GLY80
AIRE_M29_O1_1003,170.826354,-34.50534485,-1.718381003,AIR
GLY10_M89_O1_1003,-29.03550906,-27.43377156,-8.333544701,GLY10
GLY60_M89_O1_1014,-5.751468755,34.20876802,0.36616847,GLY60
GLY20_M64_O1_1004,-32.81620687,-17.36969237,-8.072099322,GLY20
GLY10_M59_O1_0930,-48.69367881,-30.54654066,4.159851809,GLY10
GLY50_M26_O1_1010,-20.82342344,20.84585493,-8.667895578,GLY50
GLY60_M13_O1_1013,-2.742207367,33.82495899,-1.584567118,GLY60
GLY70_M97_O1_1018,39.80285804,30.87307001,6.340371762,GLY70
GLY70_M78_O1_1018,31.15750445,32.60438965,5.975434583,GLY70
GLY60_M71_O1_1014,-8.674800178,33.64462496,0.111716212,GLY60
GLY50_M24_O1_1010,-16.20024784,21.75814107,-10.0726459,GLY50
AIRE_M8_O1_0928,165.5139829,-30.85101954,-0.255451394,AIR
GLY60_M76_O1_1014,-8.715708484,33.84222696,0.373387774,GLY60
AIRE_M10_O1_0929,173.9538233,-36.77884159,-3.385723745,AIR
GLY30_M33_O1_1004,-40.40394213,-8.229645473,-7.719652712,GLY30
GLY30_M30_O1_1004,-44.45810235,-7.502444795,-4.172210681,GLY30
GLY60_M93_O1_1014,-6.219207828,33.72695319,-0.046726046,GLY60
AGUA_M79_O1_0929,-41.11002612,-37.67576838,2.388565501,WATER
AIRE_M80_O1_1014,165.5176484,-32.34353462,-0.022845598,AIR
GLY40_M73_O1_1007,-33.94910057,9.603725782,-10.06670523,GLY40
GLY70_M7_O1_1017,36.26511406,31.26002134,3.961605533,GLY70
AIRE_M61_O1_1007,171.6134886,-35.52942708,-1.701619779,AIR
GLY50_M22_O1_1010,-23.63829271,20.82983831,-7.161212373,GLY50
GLY60_M42_O1_1014,6.930636208,33.7002857,-1.829082819,GLY60
GLY50_M8_O1_1010,-15.32254516,21.3661148,-11.2412723,GLY50
GLY70_M98_O1_1018,36.66259663,31.42889061,6.417306854,GLY70
GLY60_M83_O1_1014,-4.900592313,34.20589984,0.264977086,GLY60
GLY80_M24_O1_1018,75.97739223,17.62973482,2.850700178,GLY80
GLY30_M3_O1_1004,-38.82896437,-6.350700723,-8.220615544,GLY30
AGUA_M100_O1_0930,-41.40390699,-38.61545091,1.74897463,WATER
GLY20_M82_O1_1004,-32.94570408,-16.72264199,-8.105088379,GLY20
GLY10_M68_O1_0930,-41.43582242,-28.20626305,-1.088209213,GLY10
GLY30_M41_O1_1004,-49.52078553,-9.31145556,-1.182617297,GLY30
AGUA_M58_O1_0928,-52.13375439,-38.56451876,11.81253825,WATER
GLY60_M22_O1_1014,-3.916011751,33.71777603,-1.079191838,GLY60
GLY10_M60_O1_0930,-49.23155981,-30.40755113,4.843418794,GLY10
GLY30_M47_O1_1004,-40.79663416,-7.226951305,-6.09380588,GLY30
GLY30_M100_O1_1005,-39.67003142,-6.052769627,-7.571072151,GLY30
GLY40_M22_O1_1006,-32.8937658,8.492903833,-11.07487257,GLY40
GLY60_M77_O1_1014,-11.07722436,33.61034263,0.606352774,GLY60
GLY50_M27_O1_1010,-19.92515533,20.73634454,-9.232284536,GLY50
GLY40_M70_O1_1007,-34.64184027,9.318544213,-11.22491392,GLY40
GLY20_M54_O1_1003,-45.50169461,-19.33007993,-0.745043786,GLY20
GLY60_M20_O1_1014,-1.527186188,33.98726565,-1.04853237,GLY60
GLY50_M90_O1_1013,-28.91131278,28.4961186,-3.085835086,GLY50
AIRE_M39_O1_1004,174.3215256,-36.94687552,-3.619313069,AIR
GLY40_M38_O1_1007,-38.00341843,10.48514461,-7.95558588,GLY40
GLY50_M61_O1_1010,-20.55546548,24.39360331,-6.765977736,GLY50
GLY50_M7_O1_1010,-19.89541769,21.64072549,-9.273417822,GLY50
AGUA_M38_O1_0928,-49.90620618,-38.46820372,10.69936169,WATER
GLY70_M93_O1_1018,25.61809023,33.70748906,6.433369131,GLY70
GLY70_M58_O1_1017,40.86493099,26.90235113,0.583887801,GLY70
GLY80_M82_O1_1025,78.52345509,17.14846301,4.233425014,GLY80
GLY80_M90_O1_1025,76.87209675,17.54933309,3.862780898,GLY80
GLY80_M81_O1_1025,79.11382011,16.57464685,4.187762582,GLY80
AGUA_M90_O1_0929,-43.45783485,-38.63108789,3.245493256,WATER
GLY80_M64_O1_1025,78.61590168,17.38907652,3.27060345,GLY80
AIRE_M27_O1_1003,172.4700051,-36.28799543,-1.436629416,AIR
GLY10_M7_O1_0930,-48.89788888,-28.71693674,3.966054204,GLY10
AGUA_M52_O1_0928,-49.96165713,-36.25806733,8.514034475,WATER
GLY40_M9_O1_1006,-43.08484826,6.94306916,-5.888381227,GLY40
GLY40_M24_O1_1006,-37.89163079,7.319519989,-9.060010884,GLY40
AIRE_M73_O1_1013,166.1954214,-32.68954389,0.714145416,AIR
GLY50_M23_O1_1010,-14.32957551,22.14695932,-10.14423287,GLY50
GLY70_M70_O1_1017,46.8956804,26.44552913,1.195078322,GLY70
GLY20_M81_O1_1004,-26.4716082,-14.65391606,-12.4539128,GLY20
GLY40_M42_O1_1007,-36.40452838,9.349536264,-9.226475929,GLY40
GLY10_M17_O1_0930,-50.74668032,-33.10818993,5.675877973,GLY10
GLY10_M81_O1_1003,-38.27327064,-30.98242179,-2.462728773,GLY10
GLY70_M11_O1_1017,33.25752007,32.14601732,5.570839315,GLY70
GLY60_M37_O1_1014,-11.74821239,33.50077542,0.517267678,GLY60
AGUA_M21_O1_0928,-46.86699441,-35.05412603,8.371403487,WATER
GLY10_M39_O1_0930,-42.30800205,-28.12291886,-0.058125781,GLY10
GLY50_M41_O1_1010,-30.4608571,22.90940485,-3.393667188,GLY50
GLY80_M26_O1_1018,77.7603649,17.24188226,2.697767035,GLY80
AIRE_M9_O1_0929,174.0072177,-37.45728551,-3.570054181,AIR
GLY60_M58_O1_1014,0.412977652,34.04610845,-0.767331071,GLY60
GLY30_M31_O1_1004,-39.17715928,-7.721964597,-8.0138956,GLY30
GLY20_M23_O1_0930,-43.00773965,-16.90280491,-2.903640691,GLY20
GLY70_M40_O1_1017,41.33348495,26.57747865,0.052589298,GLY70
GLY30_M82_O1_1005,-37.37710126,-4.244654162,-8.625944694,GLY30
GLY20_M48_O1_1003,-45.97871472,-19.30168223,-0.763742696,GLY20
GLY20_M12_O1_0930,-31.09119506,-13.29747614,-8.981293853,GLY20
