Id,PC1,PC2,PC3,label
AGUA_M86_O1_0929,-45.76905301,-41.38184816,6.776266053,WATER
GLY70_M67_O1_1017,39.25018197,27.98380481,1.091904724,GLY70
GLY40_M54_O1_1007,-34.87269814,10.15233409,-9.630512895,GLY40
GLY60_M14_O1_1013,-10.36066923,33.2874928,-0.429120543,GLY60
GLY80_M23_O1_1018,72.72639912,18.48150276,3.921753886,GLY80
AIRE_M12_O1_0929,172.8420557,-36.47582327,-3.041052381,AIR
GLY60_M31_O1_1014,-4.163757263,33.5738412,-1.173557719,GLY60
AIRE_M38_O1_1004,174.0044173,-35.12868153,-3.869978706,AIR
GLY30_M56_O1_1004,-36.44076284,-4.934932826,-10.01917862,GLY30
GLY10_M38_O1_0930,-43.70645423,-28.51356353,0.839755674,GLY10
GLY20_M34_O1_1003,-41.12614005,-17.97666714,-4.036592262,GLY20
GLY30_M68_O1_1005,-43.80558143,-7.48963734,-7.060795845,GLY30
GLY30_M91_O1_1005,-35.53623144,-6.209709347,-9.557959231,GLY30
GLY10_M41_O1_0930,-44.52515827,-29.03303881,0.96025158,GLY10
AIRE_M58_O1_1007,169.4227665,-33.85001588,-0.983902367,AIR
AIRE_M44_O1_1004,173.4109732,-36.43989112,-3.483298844,AIR
GLY70_M83_O1_1018,36.64218838,31.30503362,5.550953611,GLY70
GLY40_M5_O1_1006,-33.82198516,8.817652502,-10.54596796,GLY40
GLY10_M100_O1_1003,-35.13240878,-27.25784792,-3.417989643,GLY10
AGUA_M96_O1_0930,-49.38474289,-40.03763934,8.185838984,WATER
GLY20_M2_O1_0930,-41.28631365,-17.17869687,-2.759295785,GLY20
GLY20_M29_O1_0930,-42.22501263,-17.44111153,-3.467167691,GLY20
GLY30_M85_O1_1005,-32.55698652,-3.414942956,-11.77556199,GLY30
GLY40_M25_O1_1006,-37.26046473,9.25657368,-9.144057883,GLY40
GLY40_M98_O1_1007,-45.55114705,5.756340253,-5.611306206,GLY40
GLY40_M92_O1_1007,-29.87082678,10.86980024,-12.86861296,GLY40
GLY20_M72_O1_1004,-39.64007595,-19.57907216,-4.370048957,GLY20
GLY50_M93_O1_1013,-22.53793451,28.87335942,-5.023661172,GLY50
AIRE_M67_O1_1010,173.8289228,-35.46455951,-4.864816041,AIR
GLY30_M22_O1_1004,-39.94347651,-6.678487044,-7.533933488,GLY30
AGUA_M66_O1_0929,-47.54137012,-39.8898932,6.03190647,WATER
GLY60_M38_O1_1014,-3.145437763,34.50859114,-0.38373074,GLY60
GLY50_M95_O1_1013,-25.3743333,28.35186222,-4.356582645,GLY50
GLY60_M40_O1_1014,-7.319945132,34.89404079,1.044473436,GLY60
GLY20_M50_O1_1003,-36.34038525,-15.56273567,-8.89560144,GLY20
AIRE_M24_O1_1003,173.5949995,-36.36821095,-4.503664045,AIR
GLY80_M51_O1_1021,85.71405908,12.88334049,-0.242301605,GLY80
GLY40_M23_O1_1006,-38.7391697,6.741310046,-8.620289653,GLY40
GLY10_M91_O1_1003,-30.57185784,-27.12616176,-7.469450996,GLY10
GLY50_M63_O1_1010,-24.06888556,27.53982738,-3.351460001,GLY50
GLY20_M45_O1_1003,-39.84250835,-16.58876833,-4.013055441,GLY20
GLY10_M47_O1_0930,-38.98171264,-28.53510211,-2.388289681,GLY10
GLY50_M83_O1_1013,-31.90059408,26.4297664,-2.190691751,GLY50
AGUA_M57_O1_0928,-47.85400985,-36.32185493,8.630793576,WATER
GLY20_M91_O1_1004,-36.39723086,-17.88192949,-6.293825684,GLY20
GLY70_M26_O1_1017,46.02324573,25.42878807,-0.765179502,GLY70
GLY30_M72_O1_1005,-39.03057956,-5.615699377,-7.829041425,GLY30
AIRE_M6_O1_0928,167.8200779,-33.34391341,-0.95618968,AIR
GLY80_M30_O1_1018,74.48995558,17.51939375,2.922475525,GLY80
GLY60_M6_O1_1013,-3.402923153,33.77516076,-1.514073749,GLY60
GLY50_M42_O1_1010,-16.14362477,27.57649241,-6.184995816,GLY50
GLY10_M85_O1_1003,-34.65347331,-29.14759257,-4.422296589,GLY10
GLY20_M85_O1_1004,-37.28467096,-17.88535335,-6.757660405,GLY20
AGUA_M61_O1_0929,-39.37824924,-38.74579752,1.726282923,WATER
GLY70_M28_O1_1017,36.51043572,27.30762498,0.688601773,GLY70
GLY60_M28_O1_1014,-6.1518692,33.5272318,-0.698294975,GLY60
GLY60_M88_O1_1014,-5.188764811,34.24214234,0.316781214,GLY60
GLY40_M81_O1_1007,-43.37229747,6.330548872,-6.916555048,GLY40
GLY10_M1_O1_0930,-39.72395033,-29.52781868,-1.698062826,GLY10
GLY50_M28_O1_1010,-12.65059636,22.4509631,-10.69689116,GLY50
GLY70_M77_O1_1018,37.66669543,30.91653634,5.772808862,GLY70
GLY60_M70_O1_1014,-1.555847046,34.14304374,-0.672722473,GLY60
GLY60_M18_O1_1013,-3.328246311,34.09702802,-1.38097818,GLY60
GLY60_M65_O1_1014,-6.567450752,34.24912146,0.738218601,GLY60
GLY30_M73_O1_1005,-34.92913148,-4.103214519,-10.29670632,GLY30
GLY40_M79_O1_1007,-28.26638703,11.65274897,-13.12175831,GLY40
GLY60_M21_O1_1014,-1.576097537,33.97033022,-1.007807415,GLY60
GLY30_M39_O1_1004,-44.61147121,-8.636174959,-4.650232125,GLY30
GLY10_M30_O1_0930,-45.33944909,-30.03016883,1.688247717,GLY10
GLY20_M9_O1_0930,-36.39484212,-15.93041129,-5.851278703,GLY20
GLY20_M13_O1_0930,-41.42572161,-17.12977033,-3.380812823,GLY20
AIRE_M76_O1_1014,165.9594194,-31.46746545,-0.338712628,AIR
GLY70_M35_O1_1017,41.88837019,26.56685508,0.06343549,GLY70
GLY10_M88_O1_1003,-37.82700945,-30.61436621,-2.231431917,GLY10
GLY70_M79_O1_1018,34.5075515,32.34060346,6.23969611,GLY70
AIRE_M13_O1_0930,171.0995064,-33.55018034,-4.241238913,AIR
GLY40_M51_O1_1007,-33.23162854,12.27630175,-9.814634238,GLY40
GLY70_M13_O1_1017,34.73801574,31.43361039,5.355202149,GLY70
GLY10_M14_O1_0930,-46.73871027,-31.99943177,2.978031706,GLY10
AIRE_M18_O1_0930,170.9136807,-34.68984189,-2.251511846,AIR
GLY50_M21_O1_1010,-17.41697943,22.22663718,-8.768722288,GLY50
GLY20_M36_O1_1003,-45.84833298,-18.79452552,-1.26448241,GLY20
GLY40_M15_O1_1006,-34.65995853,9.642356571,-10.34955745,GLY40
GLY60_M35_O1_1014,-5.50354727,33.69278072,-0.597548052,GLY60
GLY50_M52_O1_1010,-21.53587096,23.87836494,-6.610135907,GLY50
GLY10_M6_O1_0930,-58.663735,-32.67680322,11.934274,GLY10
GLY60_M10_O1_1013,-8.915412506,33.79338196,-0.624955346,GLY60
GLY30_M25_O1_1004,-44.81583634,-6.831176262,-4.792218384,GLY30
AGUA_M28_O1_0928,-46.53190208,-38.00126436,7.453034332,WATER
GLY10_M92_O1_1003,-34.72567378,-29.59097141,-4.474100418,GLY10
GLY40_M17_O1_1006,-39.22173846,8.847412539,-8.039338676,GLY40
GLY80_M27_O1_1018,72.69244956,18.46544986,3.519663465,GLY80
GLY30_M54_O1_1004,-44.41393753,-8.028150682,-4.772563126,GLY30
AGUA_M50_O1_0928,-36.0433095,-30.94067589,-0.275398967,WATER
GLY50_M75_O1_1013,-25.60864,31.08688488,-2.261720121,GLY50
GLY10_M21_O1_0930,-45.4854504,-28.11122367,1.088526763,GLY10
AGUA_M44_O1_0928,-49.27424755,-36.80516026,9.196835217,WATER
AGUA_M78_O1_0929,-45.5905955,-38.96696919,5.186849034,WATER
GLY20_M100_O1_1004,-34.66603765,-14.2266983,-8.5827778,GLY20
GLY70_M100_O1_1018,35.91126014,31.60106536,6.089777443,GLY70
GLY60_M84_O1_1014,-4.396144917,33.87818469,-0.055290797,GLY60
GLY30_M45_O1_1004,-47.50275036,-9.054927171,-3.338199776,GLY30
GLY50_M87_O1_1013,-28.82846911,29.56442986,-2.741653029,GLY50
GLY20_M55_O1_1003,-43.84641963,-18.69970586,-2.006108852,GLY20
GLY50_M59_O1_1010,-16.54850546,25.0873537,-7.749795164,GLY50
GLY20_M86_O1_1004,-36.43108437,-17.44544075,-6.136939114,GLY20
AGUA_M2_O1_0928,-50.99442314,-36.33008585,11.00199117,WATER
GLY30_M53_O1_1004,-35.66293085,-5.136707496,-10.24711134,GLY30
AGUA_M16_O1_0928,-47.72753385,-34.98161015,8.654121587,WATER
GLY80_M62_O1_1025,81.94081276,15.85263984,2.752602164,GLY80
GLY60_M91_O1_1014,-7.473922197,33.75646287,0.144419807,GLY60
GLY20_M87_O1_1004,-28.58862971,-14.55811328,-11.87088327,GLY20
GLY30_M97_O1_1005,-32.39942071,-2.537159238,-10.98905057,GLY30
GLY10_M78_O1_1003,-34.78752274,-28.70011377,-4.86929984,GLY10
GLY60_M36_O1_1014,-8.041321371,32.97753297,-0.740050306,GLY60
GLY60_M95_O1_1014,-8.17481183,33.77844853,0.799129402,GLY60
GLY20_M96_O1_1004,-40.96898504,-17.91176043,-4.641129131,GLY20
GLY40_M87_O1_1007,-33.98121463,10.72324518,-11.07269344,GLY40
GLY80_M1_O1_1018,72.49229996,19.10674007,4.77159413,GLY80
GLY80_M71_O1_1025,77.30310906,17.20694644,3.102220988,GLY80
GLY10_M62_O1_0930,-52.52209897,-31.8113014,7.507413929,GLY10
GLY10_M4_O1_0930,-48.54942392,-31.64800503,5.143125481,GLY10
GLY70_M80_O1_1018,44.86553859,29.43209824,5.352933029,GLY70
AIRE_M88_O1_1018,163.4734086,-31.75767026,1.678565783,AIR
GLY80_M66_O1_1025,86.25819369,14.68205044,2.360657374,GLY80
GLY70_M68_O1_1017,51.78408041,25.02068765,0.191128097,GLY70
GLY40_M2_O1_1006,-33.54758182,9.531894878,-11.16721462,GLY40
AGUA_M64_O1_0929,-44.7985176,-38.54829019,3.991552319,WATER
AIRE_M54_O1_1006,167.8250254,-33.46939878,-0.238747011,AIR
GLY30_M5_O1_1004,-39.35899062,-7.52679514,-6.670956594,GLY30
GLY20_M8_O1_0930,-34.63476146,-15.02966465,-7.58068134,GLY20
AIRE_M14_O1_0930,170.952743,-34.88210127,-3.155792621,AIR
GLY80_M83_O1_1025,75.05459086,17.91303858,4.38416386,GLY80
GLY10_M5_O1_0930,-52.4952132,-31.13426167,6.766532012,GLY10
GLY50_M18_O1_1010,-17.94215051,21.10336179,-9.782193034,GLY50
GLY40_M88_O1_1007,-36.68239257,9.95056583,-9.556577552,GLY40
GLY20_M80_O1_1004,-31.20452747,-16.18938802,-10.15671098,GLY20
AIRE_M96_O1_1025,170.4260982,-35.09525887,-1.161958857,AIR
GLY80_M12_O1_1018,79.30409533,16.45476511,4.495226239,GLY80
GLY20_M15_O1_0930,-42.02674438,-17.36557966,-2.608736836,GLY20
GLY80_M32_O1_1021,85.14815682,14.10813775,0.944656722,GLY80
GLY40_M84_O1_1007,-34.3469702,9.640975203,-11.01081288,GLY40
GLY80_M68_O1_1025,79.36851181,17.20738711,2.736454765,GLY80
GLY50_M30_O1_1010,-18.88389522,21.31817391,-9.292356468,GLY50
GLY80_M18_O1_1018,73.36443466,18.51198322,3.075596281,GLY80
GLY60_M4_O1_1013,1.204438522,34.03032808,-2.12977914,GLY60
GLY80_M48_O1_1021,80.06998943,15.47314368,0.587607274,GLY80
GLY80_M9_O1_1018,74.15198776,18.88192021,4.541758021,GLY80
GLY50_M12_O1_1010,-9.315972796,22.15971098,-12.59586374,GLY50
GLY30_M10_O1_1004,-39.5332008,-7.218405694,-7.192670148,GLY30
GLY10_M32_O1_0930,-42.18035138,-28.79446512,-0.322706299,GLY10
GLY80_M40_O1_1021,85.64550306,13.45158463,-0.707730652,GLY80
GLY30_M81_O1_1005,-38.56267661,-5.424598414,-8.016213483,GLY30
GLY50_M99_O1_1013,-21.18652358,28.74307008,-5.609239004,GLY50
AGUA_M27_O1_0928,-46.3478935,-38.24836741,7.844690264,WATER
GLY50_M55_O1_1010,-24.36342928,23.66218973,-5.530248683,GLY50
GLY50_M1_O1_1010,-21.4879703,23.19266686,-6.827941932,GLY50
GLY30_M52_O1_1004,-39.62024591,-6.626799652,-7.711879584,GLY30
GLY70_M62_O1_1017,41.31913007,27.80596432,1.381219,GLY70
AGUA_M26_O1_0928,-45.89012478,-37.75687203,7.425219417,WATER
GLY50_M20_O1_1010,-15.92984658,21.72439086,-10.15771703,GLY50
AGUA_M29_O1_0928,-52.65771333,-40.0448,12.15456629,WATER
GLY10_M98_O1_1003,-41.085906,-26.94399787,-1.375536969,GLY10
GLY70_M89_O1_1018,33.63993376,31.9814082,5.556386998,GLY70
GLY10_M35_O1_0930,-44.92159933,-28.30474553,1.532378255,GLY10
GLY80_M73_O1_1025,86.14624051,14.22991643,2.837843177,GLY80
GLY50_M78_O1_1013,-26.43897859,28.3262096,-3.962996082,GLY50
GLY80_M7_O1_1018,74.82983841,18.55465391,4.874034828,GLY80
AIRE_M93_O1_1021,171.3414035,-34.68336585,-4.003629681,AIR
GLY20_M25_O1_0930,-37.10342032,-14.60910029,-6.598665352,GLY20
GLY30_M15_O1_1004,-45.4721017,-10.17708677,-3.68634511,GLY30
GLY40_M90_O1_1007,-29.36097421,11.43710651,-12.80766857,GLY40
GLY10_M20_O1_0930,-56.41228565,-28.22073485,8.435869678,GLY10
GLY50_M65_O1_1010,-19.17930971,26.16745681,-5.893891631,GLY50
AGUA_M74_O1_0929,-43.14870094,-37.03101994,3.262594415,WATER
GLY30_M4_O1_1004,-36.46311727,-5.929776543,-9.570652664,GLY30
GLY70_M41_O1_1017,42.58930429,26.02982893,-0.173519972,GLY70
GLY20_M66_O1_1004,-34.18323285,-18.01291842,-7.098936007,GLY20
GLY30_M2_O1_1004,-42.81796183,-6.943661621,-6.732447704,GLY30
GLY10_M34_O1_0930,-41.35439177,-27.0993018,-1.129135513,GLY10
AGUA_M81_O1_0929,-43.88615235,-38.31880737,4.409706052,WATER
GLY30_M84_O1_1005,-36.07870077,-4.933962046,-8.724017433,GLY30
GLY20_M41_O1_1003,-44.23254956,-18.80242763,-1.779769803,GLY20
GLY20_M71_O1_1004,-36.29695148,-18.48904727,-5.637867625,GLY20
AGUA_M19_O1_0928,-47.3574857,-35.33832229,8.864145466,WATER
GLY70_M2_O1_1017,42.49733267,29.49313179,2.63388721,GLY70
GLY40_M91_O1_1007,-35.94947976,8.753300299,-9.864922435,GLY40
GLY10_M64_O1_0930,-51.18084825,-31.50650169,7.337751272,GLY10
GLY50_M14_O1_1010,-14.17898471,22.29191127,-10.13299285,GLY50
GLY80_M86_O1_1025,73.40719634,18.11172301,4.586141917,GLY80
AGUA_M70_O1_0929,-47.15085011,-40.03949072,5.768451672,WATER
GLY80_M60_O1_1021,83.16180837,14.09284824,0.974664673,GLY80
GLY30_M51_O1_1004,-44.17099996,-8.100224898,-5.239485543,GLY30
GLY60_M1_O1_1013,-3.84804745,33.85408828,-1.320408535,GLY60
GLY10_M70_O1_0930,-40.00612064,-26.54710052,-1.667763359,GLY10
GLY20_M47_O1_1003,-48.0827537,-19.50598977,1.676796572,GLY20
GLY70_M16_O1_1017,41.05441944,30.32160463,4.645614038,GLY70
GLY30_M80_O1_1005,-40.3578782,-5.236050453,-7.19403855,GLY30
AGUA_M89_O1_0929,-49.69708157,-38.7287806,7.112624393,WATER
GLY60_M54_O1_1014,-4.712338362,34.2538543,0.283304468,GLY60
GLY40_M61_O1_1007,-32.93934194,10.08857095,-12.2935217,GLY40
GLY30_M58_O1_1004,-39.1773481,-5.744264666,-8.450759433,GLY30
GLY20_M21_O1_0930,-43.49229838,-16.60289147,-2.663111438,GLY20
GLY70_M34_O1_1017,35.61439986,27.3521269,0.702333556,GLY70
GLY60_M80_O1_1014,2.054285872,33.9170282,-1.172064126,GLY60
GLY10_M28_O1_0930,-44.75255744,-30.20692949,2.078484022,GLY10
GLY40_M49_O1_1007,-31.21705728,10.58395946,-11.23481174,GLY40
GLY40_M55_O1_1007,-36.6529463,10.2442324,-8.961056616,GLY40
GLY70_M25_O1_1017,50.58015893,24.86759592,-0.605740183,GLY70
AIRE_M23_O1_1003,173.1639348,-34.92121533,-4.836061182,AIR
GLY40_M62_O1_1007,-35.99574673,10.9313324,-9.331326683,GLY40
GLY70_M1_O1_1017,43.78079028,29.08745592,3.887474983,GLY70
GLY30_M75_O1_1005,-37.43034249,-4.453942969,-8.655238754,GLY30
GLY70_M46_O1_1017,44.56042445,25.74400341,-0.081722679,GLY70
AGUA_M75_O1_0929,-41.52148706,-37.08679798,1.725321232,WATER
GLY60_M100_O1_1014,-3.805551006,33.82101986,-0.180570154,GLY60
GLY80_M89_O1_1025,77.10378344,17.49260879,3.441444828,GLY80
GLY20_M6_O1_0930,-41.688877,-17.59661715,-2.887888958,GLY20
GLY20_M53_O1_1003,-37.99634959,-16.53832074,-6.059677611,GLY20
GLY20_M76_O1_1004,-41.04049187,-20.65645079,-2.148564269,GLY20
GLY80_M6_O1_1018,82.0179926,15.70744008,4.024551194,GLY80
GLY30_M88_O1_1005,-36.16161925,-5.939902295,-9.97559917,GLY30
GLY10_M71_O1_1003,-34.68615753,-28.11307601,-5.285314814,GLY10
AGUA_M39_O1_0928,-50.20460685,-38.40542149,10.66625268,WATER
GLY40_M30_O1_1006,-35.14587637,8.732660294,-10.4675961,GLY40
GLY80_M85_O1_1025,84.28004416,14.94123924,3.499532278,GLY80
AGUA_M13_O1_0928,-51.26247352,-37.09611417,12.06542824,WATER
GLY70_M20_O1_1017,43.68042114,25.72675659,-0.127006987,GLY70
AIRE_M49_O1_1005,173.2885148,-38.39438651,-2.704924208,AIR
AIRE_M92_O1_1021,172.9647969,-35.68353607,-3.386716756,AIR
AGUA_M32_O1_0928,-46.79866513,-37.71754657,7.442115644,WATER
GLY60_M79_O1_1014,4.02335369,33.90470764,-1.141446596,GLY60
GLY40_M47_O1_1007,-45.77995058,5.55311306,-5.411929314,GLY40
AGUA_M47_O1_0928,-50.67244478,-37.95069387,10.40482858,WATER
GLY50_M6_O1_1010,-15.83078113,21.7805817,-10.75897748,GLY50
GLY80_M88_O1_1025,81.46380968,15.8632863,3.599244686,GLY80
AIRE_M51_O1_1005,172.2930684,-36.78913364,-2.99549668,AIR
GLY40_M60_O1_1007,-37.40400357,8.885306442,-9.637365178,GLY40
GLY50_M79_O1_1013,-29.16312958,27.62866031,-3.48784718,GLY50
GLY80_M17_O1_1018,74.38266357,17.76384892,3.65773352,GLY80
GLY30_M28_O1_1004,-43.80815166,-7.191911141,-5.462543528,GLY30
GLY70_M47_O1_1017,55.50546994,23.8630172,-1.017470728,GLY70
GLY30_M48_O1_1004,-38.75383727,-6.261724246,-7.490579465,GLY30
GLY70_M43_O1_1017,40.24124649,26.64367513,-0.056566853,GLY70
GLY60_M87_O1_1014,-8.358149676,33.7391549,0.445112652,GLY60
GLY10_M36_O1_0930,-44.02673322,-28.76443443,0.652085098,GLY10
AGUA_M69_O1_0929,-43.13035676,-38.51875444,3.094773851,WATER
AGUA_M22_O1_0928,-45.42989262,-37.54528151,7.588715642,WATER
GLY10_M49_O1_0930,-43.14954402,-29.8813763,0.771821605,GLY10
GLY10_M43_O1_0930,-43.1423749,-28.95545451,0.473873722,GLY10
GLY60_M55_O1_1014,-8.670490133,34.47925007,1.121383882,GLY60
GLY80_M38_O1_1021,81.66659573,14.29510245,0.244414781,GLY80
GLY60_M24_O1_1014,-4.315614641,33.88365593,-0.979719851,GLY60
GLY80_M59_O1_1021,87.88682679,12.28579095,0.458277761,GLY80
GLY30_M87_O1_1005,-34.2909883,-5.57641028,-10.82133222,GLY30
GLY30_M59_O1_1004,-38.13258749,-6.098401219,-7.921475623,GLY30
GLY40_M28_O1_1006,-32.28582588,9.694407285,-12.02388632,GLY40
GLY40_M43_O1_1007,-37.97680645,8.238351647,-8.553716698,GLY40
GLY80_M46_O1_1021,85.49785227,13.13497443,0.367413243,GLY80
GLY10_M69_O1_0930,-40.2814237,-28.49222467,-1.594909643,GLY10
GLY10_M27_O1_0930,-63.89548105,-37.33935753,16.11050617,GLY10
GLY70_M39_O1_1017,47.32414668,25.47607699,0.076180964,GLY70
GLY10_M94_O1_1003,-36.93908389,-30.75728323,-2.551749933,GLY10
GLY80_M91_O1_1025,81.22523023,16.17990207,4.387272346,GLY80
GLY30_M74_O1_1005,-41.3768603,-5.858132691,-6.706053252,GLY30
GLY50_M39_O1_1010,-22.45991968,24.44223994,-5.73635254,GLY50
GLY70_M74_O1_1018,40.45608378,30.23945005,5.115132762,GLY70
GLY30_M19_O1_1004,-37.51586914,-4.004965124,-8.404657452,GLY30
GLY80_M54_O1_1021,85.87555786,13.6439408,-0.155338184,GLY80
GLY60_M3_O1_1013,-11.47854384,32.47591556,-0.700056113,GLY60
GLY20_M90_O1_1004,-40.13522283,-19.30670486,-4.570401445,GLY20
GLY10_M80_O1_1003,-36.13773032,-30.05098537,-3.65537797,GLY10
GLY60_M34_O1_1014,-7.905080048,33.28383236,-0.544029896,GLY60
GLY40_M94_O1_1007,-26.18380529,12.25410317,-13.89890824,GLY40
GLY80_M3_O1_1018,76.07074397,18.26974858,3.985272241,GLY80
AGUA_M37_O1_0928,-50.25268371,-37.79247663,10.04975588,WATER
AIRE_M90_O1_1018,167.5847594,-32.86023816,-1.291166204,AIR
GLY10_M23_O1_0930,-48.98279309,-31.68865079,4.732004258,GLY10
GLY70_M8_O1_1017,36.2649882,30.72031614,3.949104163,GLY70
AIRE_M63_O1_1007,171.1437008,-35.11916805,-2.125561127,AIR
AGUA_M43_O1_0928,-47.98231974,-37.43838525,8.16471545,WATER
GLY20_M69_O1_1004,-36.1688013,-17.90316131,-6.916915599,GLY20
GLY10_M37_O1_0930,-44.88492975,-29.16754148,1.345130983,GLY10
AIRE_M79_O1_1014,164.5349843,-31.70697238,0.075545391,AIR
AGUA_M42_O1_0928,-50.56045148,-38.4060165,9.897128217,WATER
AGUA_M84_O1_0929,-45.77385938,-40.38780041,5.23010254,WATER
GLY70_M59_O1_1017,45.68602137,25.8667689,-0.141925675,GLY70
GLY80_M63_O1_1025,81.72609401,15.85545778,3.035880673,GLY80
GLY60_M49_O1_1014,-2.424031049,33.58154131,-1.568235301,GLY60
AGUA_M83_O1_0929,-44.56384554,-38.92604065,4.002140105,WATER
GLY70_M23_O1_1017,50.80388531,24.69276323,-0.642921044,GLY70
GLY40_M18_O1_1006,-37.74725395,9.283726446,-8.365027299,GLY40
GLY10_M51_O1_0930,-36.56117304,-26.79948018,-3.720181985,GLY10
AIRE_M3_O1_0928,161.037631,-29.50620488,0.416973397,AIR
AGUA_M4_O1_0928,-54.6805359,-38.48105823,13.23387879,WATER
GLY80_M13_O1_1018,73.5147804,18.47419703,3.063646986,GLY80
GLY30_M77_O1_1005,-37.16157301,-5.940327505,-9.261386323,GLY30
GLY80_M42_O1_1021,78.59273194,15.46687067,0.102102036,GLY80
AIRE_M69_O1_1010,173.2117151,-34.00026958,-4.641320271,AIR
AIRE_M66_O1_1010,174.6384487,-37.12808159,-3.398986321,AIR
GLY30_M57_O1_1004,-36.92019594,-6.37835946,-8.981568576,GLY30
GLY70_M91_O1_1018,33.2488099,32.19878978,5.562971701,GLY70
GLY70_M87_O1_1018,32.18697587,32.14440794,5.125471991,GLY70
GLY10_M12_O1_0930,-43.30110224,-33.72907138,1.904832062,GLY10
GLY70_M42_O1_1017,39.90132419,26.37348821,0.35887081,GLY70
AIRE_M97_O1_1025,168.2174886,-33.5672621,-2.055254528,AIR
GLY60_M64_O1_1014,-9.310423062,34.02566341,0.732494658,GLY60
AGUA_M55_O1_0928,-48.26090493,-35.9745162,7.882533885,WATER
GLY10_M26_O1_0930,-45.0637862,-29.01672027,2.765466045,GLY10
GLY10_M79_O1_1003,-28.75753909,-26.97213225,-8.776039456,GLY10
GLY10_M54_O1_0930,-49.09796191,-31.48220574,4.773962891,GLY10
AGUA_M34_O1_0928,-49.95925034,-36.58819662,9.639224937,WATER
AGUA_M93_O1_0930,-44.09354078,-38.2866154,4.22450013,WATER
GLY50_M48_O1_1010,-19.98741879,24.21510239,-6.990504622,GLY50
GLY60_M25_O1_1014,-1.29258523,33.87451945,-1.481948955,GLY60
GLY20_M3_O1_0930,-44.04674253,-18.59773581,-1.577097528,GLY20
GLY60_M19_O1_1013,6.577404702,33.95773321,-2.548197778,GLY60
GLY20_M38_O1_1003,-45.14349117,-18.78381624,-1.067000491,GLY20
AGUA_M91_O1_0930,-42.28644747,-37.49293694,2.679756315,WATER
GLY30_M95_O1_1005,-39.02270005,-7.058453993,-7.760114738,GLY30
GLY50_M2_O1_1010,-21.22840688,21.70534342,-8.826116344,GLY50
AIRE_M83_O1_1017,164.8400173,-31.88675537,0.881391707,AIR
GLY80_M47_O1_1021,79.05879837,16.06079507,0.644175032,GLY80
GLY30_M13_O1_1004,-40.6209453,-7.750014202,-6.495760847,GLY30
GLY30_M50_O1_1004,-44.38907947,-7.631869602,-4.326705786,GLY30
AGUA_M76_O1_0929,-41.46484182,-37.74741238,2.407633464,WATER
AGUA_M49_O1_0928,-47.84102787,-37.27736023,8.751600468,WATER
GLY80_M5_O1_1018,76.66370831,17.71498726,3.855803953,GLY80
GLY50_M77_O1_1013,-31.23428567,28.25858898,-2.239464868,GLY50
GLY50_M29_O1_1010,-18.18583383,20.90596357,-9.827800813,GLY50
GLY70_M36_O1_1017,44.15786077,26.01717648,-0.383043816,GLY70
AIRE_M72_O1_1013,159.9957525,-28.43595912,1.424114372,AIR
AGUA_M92_O1_0930,-43.65241405,-38.98926796,3.880515543,WATER
